Codigo,Categoria,Bairro,Cidade,ValorVenda,ValorLocacao,AreaTotal,AreaPrivativa,Dormitorios,Suites,Vagas,BanheiroSocial,Endereco,Numero,Complemento,CEP,UF,DataCadastro,DataAtualizacao,Status,Situacao,DescricaoWeb,TituloSite,BairroComercial,CodigoImobiliaria
7600,Apartamento,Moinhos de Vento,Porto Alegre,2350000,0,269,162,3,3,3,Nao,Marquês do Pombal,139,804,90540-001,RS,2025-06-16,2025-11-26,Venda,Usado,"Apartamento semi-mobiliado, finamente decorado, espaçoso com 161,79 m² privativos, distribuídos em três suítes, duas estilo americana sendo duas com closet, quatro banheiros e três vagas de garagem. O living é amplo, com três ambientes integrados, cozinha montada com móveis Florense, lareira embutida com vidro temperado, espaço com churrasqueira e sacada aberta, oferecendo conforto e elegância para receber bem.

O condomínio de alto padrão conta com infraestrutura completa de lazer e segurança, incluindo piscina aquecida, adulto e infantil, academia, salão de festas, brinquedoteca, espaço gourmet, sauna, sala de jogos, quadra poliesportiva, playground, pista de caminhada, pomar com árvores frutíferas.
Câmeras de segurança para reforço no monitoramento e portaria 24 horas.

Localizado em uma das regiões mais valorizadas da cidade, próximo a supermercados, farmácias, restaurantes, escolas e todas as conveniências que tornam a rotina mais prática e agradável.

Agende sua visita!","APARTAMENTO 3 SUITES, 3 VAGAS, MOINHOS DE VENTO",Moinhos de Vento,32622
7601,Apartamento,Boa Vista,Porto Alegre,3150000,0,231,156.44,3,3,3,Sim,Anita Garibaldi,1500,1401,90480-200,RS,2025-06-17,2025-11-18,Venda,Novo,"Viva acima do óbvio neste apartamento contemporâneo de 156 m², com vista panorâmica definitiva, localizado no 14º andar. São 3 suítes bem distribuídas, excelente orientação solar e ambientes planejados para oferecer conforto, sofisticação e funcionalidade em cada detalhe.

O condomínio oferece uma infraestrutura completa, com piscina com raia e deck molhado, academia equipada, salão de festas, espaço gourmet, coworking, brinquedoteca e playground. Tudo isso com segurança 24 horas, paisagismo impecável e áreas comuns pensadas para o bem-estar de toda a família.

Localizado em uma das regiões mais valorizadas de Porto Alegre, o empreendimento combina conveniência, fácil acesso e uma vizinhança tranquila, com todas as facilidades do dia a dia por perto.

Agende sua visita!","Apartamento 156 m²,  3 suítes, 3 vagas, Boa Vista",Boa Vista,32622
7603,Cobertura,Petrópolis,Porto Alegre,1980000,0,265.23,211.44,3,2,2,Sim,Luiz Só,75,901,90460-010,RS,2025-06-17,2025-07-31,Venda,Usado,"Cobertura semimobiliada com 211m² privativos, 2 dormitórios (com possibilidade de reversão para 3), sendo 1 suíte, e 2 vagas cobertas. No primeiro pavimento, living para 2 ambientes, lavabo, cozinha planejada, lavanderia separada, depósito e banheiro auxiliar. No segundo pavimento, amplo estar com lareira, espaço gourmet com churrasqueira, sala de jantar, lavabo e terraço com piscina privativa.

Condomínio com portaria 24 horas, dois elevadores, salão de festas e playground.

Localizado em uma área nobre do bairro Petrópolis, próximo a praças, restaurantes, farmácias e todas as conveniências da região.

Agende sua visita!","Cobertura 3 dorm, 1 suíte, 2 vagas, Petrópolis",Petrópolis,32622
7604,Duplex,Azenha,Porto Alegre,540000,0,85.33,58.62,1,1,1,Sim,Professor Freitas e Castro,300,1102,90040-400,RS,2025-06-17,2025-10-16,Venda,Usado,"Duplex mobiliado, pronto para morar! Com 58m² de área privativa, conta com suíte no mezanino, living com sacada, cozinha americana com churrasqueira, lavabo e uma vaga de garagem coberta e escriturada. Ambientes bem ventilados, iluminados e com excelente orientação solar. Todos os móveis e eletrodomésticos permanecem no imóvel.

O condomínio oferece infraestrutura completa, com lavanderia compartilhada, academia, bike sharing, espaço gourmet e um Rooftop com vista deslumbrante do Guaíba, ideal para relaxar ou receber amigos.

Localizado entre os bairros Menino Deus e Santana, com fácil acesso às principais vias da cidade e próximo a tudo que você precisa no dia a dia.

Agende sua visita!","Apartamento Duplex com suíte, Bairro Azenha",Azenha,32622
7623,Apartamento Garden,Jardim Europa,Porto Alegre,1400000,0,231.92,177.9,3,1,2,Sim,Doutor Nilo Peçanha,3361,301,91330-001,RS,2025-06-20,2025-10-31,Venda,Usado,"Garden com 178 m² privativos, totalmente reformado, com três dormitórios - incluindo uma suíte espaçosa -, área social ensolarada, cozinha planejada, churrasqueira privativa, área de serviço separada e duas vagas cobertas. Um imóvel que une conforto, praticidade e estilo.

Condomínio com infraestrutura completa de lazer e segurança: piscinas, academia, salões de festas, espaço gourmet, brinquedoteca, playground, quadra poliesportiva e portaria 24 horas.

Excelente localização, próximo à Praça Germânia, Viva Open Mall, e a poucos metros dos shoppings Iguatemi e Bourbon Country.

Agende sua visita!","Apartamento Garden 3 Dorm, 2 Vagas, Jardim Europa",Jardim Europa,32622
7624,Casa,Boa Vista,Porto Alegre,4800000,0,480,355,3,2,4,Sim,Senador Annibal Di Primio Beck,300,,90480-180,RS,2025-06-20,2025-11-17,Venda,Usado,"Casa com 354m² de área construída, distribuída em 3 dormitórios (sendo 2 suítes), 7 banheiros e 4 vagas de garagem. Conta com living amplo, gabinete, adega, lavabo, cozinha planejada e espaço íntimo aconchegante.

A área externa oferece piscina, espaço gourmet integrado, salão de festas, quintal, jardim de inverno, lareira, churrasqueira e placas solares. Ideal para quem busca conforto e lazer em um só lugar.

Localizada em região nobre do bairro Boa Vista, com fácil acesso às principais avenidas, escolas, academias, restaurantes e serviços da zona norte de Porto Alegre.

Agende sua visita!","Casa com 3 dormitórios, 2 suítes, Bairro Boa Vista",Boa Vista,32622
7627,Cobertura,Mont Serrat,Porto Alegre,1325000,0,320.04,233.01,3,1,2,Sim,Anita Garibaldi,191,402,90480-201,RS,2025-06-23,2025-11-25,Venda,Usado,"Reserva vende bela cobertura espaçosa com 233m² privativos, distribuída em dois pavimentos. Possui três dormitórios, sendo uma suíte master com closet, living com dois ambientes, copa-cozinha mobiliada, área de serviço separada, dependência de empregada com banheiro auxiliar, além de uma área social com acabamentos de qualidade. No andar superior, conta com ampla sala para três ambientes, churrasqueira, lareira, lavabo e terraço com piscina. Duas vagas de garagem lado a lado.

Condomínio com estrutura completa, incluindo salão de festas mobiliado, sala fitness, gás central, zelador e vigilância virtual 24h, garantindo segurança e conforto aos moradores.

Localização privilegiada, com fácil acesso a vias principais, comércios, serviços e ótima orientação solar.
Agende sua visita!","Cobertura 3 dorm, 2 vagas, excelente localização!",Mont Serrat,32622
7629,Apartamento,Passo da Areia,Porto Alegre,539000,0,97,70,2,1,1,Sim,Sapê,1020,207,91350-050,RS,2025-06-23,2025-09-16,Venda,Novo,"Apartamento com 2 dormitórios, sendo 1 suíte, banheiro social e 70m² de área privativa. Conta com um amplo living com sacada integrada e churrasqueira, cozinha equipada com móveis sob medida e área de serviço funcional. Inclui uma vaga de garagem coberta.

O condomínio oferece excelente infraestrutura com portaria 24 horas, brinquedoteca, piscina com raia, churrasqueira, playground, academia, piscina infantil e tomadas USB.

Localizado em região valorizada, com fácil acesso a comércios, serviços, transporte público e vias principais da cidade, garantindo praticidade no dia a dia.

Agende sua visita!","APARTAMENTO 2 DORM, 1 VAGA, BAIRRO PASSO DA AREIA",Passo da Areia,32622
7632,Casa em Condomínio,Cristal,Porto Alegre,749000,0,246.42,182.83,3,1,2,Sim,Curupaiti,260,3,90820-090,RS,2025-06-23,2025-08-25,Venda,Usado,"Casa espaçosa com aproximadamente 183m² privativos, composta por 3 dormitórios, sendo 1 suíte, sótão com estante planejada que pode ser usado como quarto extra ou escritório, além de dependência no térreo com a mesma possibilidade de uso. Conta ainda com amplo living com lareira ecológica, lavabo, cozinha planejada, 4 banheiros ao total, lavanderia, pátio e 3 vagas de garagem. Vista deslumbrante para o Guaíba em todos os andares.

Condomínio exclusivo com apenas 10 casas, oferece piscina, portaria presencial durante o dia e portaria virtual 24h. Pet friendly, com excelente estrutura e segurança. A casa passou por reforma recente e está pronta para morar.

Localizado a poucos minutos do Barra Shopping e Golden Lake, com fácil acesso a supermercados, escolas, restaurantes, hospitais, transporte público e diversas opções de lazer.

Agende sua visita!","Casa em Condomínio com 183m², 3 dorm e 2 vagas!",Cristal,32622
7637,Salas/Conjuntos,Petrópolis,Porto Alegre,1950000,0,380,157,0,0,0,Nao,Gutemberg,151,903,91310-010,RS,2025-06-24,2025-07-05,Venda,,"Conjunto comercial no Condomínio NEO 360, no bairro Petrópolis,  meia laje compondo 180m² privativos de área útil. Conjunto possui 4 salas  com 4 vagas 4 banheiros, Copa, depósito.
Condomínio com estrutura completa, portaria 24h e fácil acesso as principais regiões da cidade.

Agende uma visita !","Conjunto de salas comerciais, com 157,00m²",Petrópolis,32622
7639,Cobertura,Menino Deus,Porto Alegre,1949000,0,396.89,262.07,3,1,2,Sim,Ganzo,677,908,,RS,2025-06-24,2025-10-20,Venda,Usado,"Cobertura semimobiliada com 3 dormitórios, sendo 1 suíte com banheira, living para dois ambientes, cozinha equipada com móveis planejados, área de serviço, terraço com churrasqueira e piscina privativa. Possui 262m² de área privativa, vista panorâmica, ótima incidência solar, piso em porcelanato, splits instalados e 2 vagas de garagem com depósito.

Condomínio com infraestrutura completa, incluindo quadra poliesportiva, piscinas adulto e infantil, playground, salão de festas e portaria 24 horas.

Localizado no bairro Menino Deus, em região tranquila e a poucos minutos do Zaffari e demais conveniências.

Agende sua visita!","COBERTURA 3 DORM, 2 VAGAS, BAIRRO MENINO DEUS",Menino Deus,32622
7641,Apartamento,Rio Branco,Porto Alegre,2800000,0,377.77,207.67,4,3,2,Nao,Doutor Lauro de Oliveira,140,802,90420-210,RS,2025-06-25,2025-10-16,Venda,Usado,"Apartamento de alto padrão com 207,67 m² privativos, 3 suítes (incluindo uma máster com closet e hidromassagem), além de uma opção extra para dormitório ou gabinete. Living espaçoso com 4 ambientes integrados e churrasqueira, copa-cozinha funcional, dependência completa, 3 vagas de garagem e depósito.

O condomínio oferece infraestrutura completa de lazer, segurança e comodidade, ideal para quem busca conforto e exclusividade em um ambiente sofisticado e bem cuidado.

Localizado em uma área nobre da cidade, com vista panorâmica, excelente orientação solar e fácil acesso a escolas, comércios e demais conveniências do dia a dia.

Agende sua visita!","Apartamento 4 dorm, 3 suítes, Bairro Rio Branco",Rio Branco,32622
7650,Cobertura,Santa Cecília,Porto Alegre,1595000,0,188.21,158.34,2,1,1,Sim,Vicente da Fontoura,1858,703,90630-200,RS,2025-06-30,2025-10-20,Venda,Usado,"Cobertura totalmente reformada e mobiliada, com 158,34?m² privativos, 2 dormitórios (1 suíte) e 1 vaga de garagem. No primeiro pavimento, living amplo com estar e jantar integrados à cozinha americana equipada, lavanderia separada, suíte e dormitório com banheiro social. No andar superior, área de lazer com lareira, churrasqueira, cozinha aberta e terraço com vista panorâmica.

O condomínio é bem conservado, com baixo custo condominial, portaria eletrônica e serviço de zeladoria, oferecendo praticidade e segurança em um ambiente discreto e funcional.

Em localização estratégica, com fácil acesso a importantes vias da cidade, próximo a supermercados, escolas e ótimas opções de gastronomia, proporcionando comodidade no dia a dia.

Agende sua visita!","Cobertura  Mobiliada 2 Dorm, 1 Suíte, 158?m²",Santa Cecília,32622
7655,Apartamento,Cristo Redentor,Porto Alegre,570000,0,116.16,70.34,3,0,1,Nao,Carlos Silveira Martins Pacheco,55,704,91350-300,RS,2025-06-30,2025-10-20,Venda,Usado,"Apartamento com 70m² privativos, distribuídos em 3 dormitórios ,  living 2 ambientes, sacada, cozinha, banheiro social, 1 vaga individual de garagem, excelente orientação solar e vista privilegiada em andar alto.

 O condomínio possui segurança 24hs e uma ótima infraestrutura, com fitness, quadra de esportes, salão de festas, sala de jogos, playground, quiosques com churrasqueiras, próximo ao Shopping Wallig.

Agende já uma vista!","APARTAMENTO 3 DORM, 1 VAGA, BAIRRO CRISTO REDENTOR",Cristo Redentor,32622
7672,Cobertura,Menino Deus,Porto Alegre,998000,0,197.94,132.32,2,1,2,Sim,Padre Cacique,230,706,90810-240,RS,2025-07-02,2025-11-14,Venda,Usado,"Cobertura com 132m² privativos, composta por 2 dormitórios, sendo 1 suíte, living amplo, terraço ensolarado, churrasqueira e vaga de garagem para 2 carros. O imóvel conta com excelente posição solar norte, garantindo luminosidade desde a manhã até o meio da tarde.

O condomínio dispõe de elevador e oferece praticidade e segurança para o dia a dia dos moradores.

A localização é privilegiada, com fácil acesso a shoppings, restaurantes, hospitais, clubes e demais conveniências da região.

Agende sua visita!","COBERTURA 2 DORM, 2 VAGAS, MENINO DEUS",Menino Deus,32622
7674,Cobertura,Boa Vista,Porto Alegre,2590000,0,455.55,318.24,3,1,2,Sim,Quatorze de Julho,826,401,91340-430,RS,2025-07-02,2025-11-18,Venda,Usado,"Cobertura duplex de 318 m² privativos, totalmente reformada e com sistema de energia solar instalado. Conta com living amplo com dois ambientes e lareira, sala de jantar, lavabo, três dormitórios (sendo uma suíte com closet e banheira de hidromassagem), banheiro social, cozinha com ilha gourmet e lavanderia separada. No segundo pavimento, dispõe de sala de TV com lareira, lavabo, espaço multiuso, área com churrasqueira e piscina privativa com deck de madeira. Duas vagas de garagem cobertas e individuais.

O condomínio oferece segurança, privacidade e estrutura ideal para quem busca conforto em um ambiente tranquilo e bem cuidado. A cobertura ocupa andar inteiro, garantindo exclusividade e excelente iluminação natural em todos os ambientes.

Localizado em uma das áreas mais valorizadas do bairro Boa Vista, com fácil acesso a vias principais e próximo a escolas, universidades, supermercados, farmácias, clubes e demais serviços essenciais da zona norte de Porto Alegre.

Agende sua visita!",Cobertura Duplex com 318m² no Bairro Boa Vista!,Boa Vista,32622
7676,Casa,Moinhos de Vento,Porto Alegre,3500000,0,550,437.75,5,0,3,Sim,Luciana de Abreu,450,,90570-060,RS,2025-07-02,2025-10-31,Venda,Usado,"Ampla casa com 437m² de área construída, distribuída em 5 dormitórios, 4 banheiros e 3 livings. Conta ainda com lavabo, copa-cozinha, jardim de inverno e terraço. Ideal para uso residencial ou comercial.

O imóvel possui pátio com quintal, oferecendo conforto e versatilidade para diferentes finalidades.

Localizado no coração do bairro Moinhos de Vento, a poucos metros do Parcão e da Rua Padre Chagas, em uma das regiões mais valorizadas de Porto Alegre.

Agende sua visita!","CASA 5 DORM,  437M², 3 VAGAS, MOINHOS DE VENTO",Moinhos de Vento,32622
